run_id,run_name,created_at,state,cfg.data.norm_mode,cfg.data.n_windows,cfg.data.window_size_seconds,cfg.data.batch_size,cfg.loss.regularizer,cfg.loss.std_coeff,cfg.loss.cov_coeff,cfg.loss.use_projector,cfg.loss.pred_loss_type,cfg.model.encoder_depth,cfg.model.encoder_embed_dim,cfg.model.patch_size,cfg.model.predictor_depth,cfg.optim.lr,cfg.optim.epochs,cfg.optim.warmup_epochs,cfg.sanity_checks.enabled,cfg.logging.wandb_group,val/reg_position_in_movie_corr,val/reg_contrast_rms_corr,val/reg_luminance_mean_corr,val/reg_narrative_event_score_corr,val/reg_loss,sanity/embedding_variance_mean,sanity/embedding_variance_min,sanity/embedding_variance_max,sanity/embedding_variance_std,sanity/embedding_l2_mean,sanity/cosim_random_pairs_mean,sanity/cosim_random_pairs_max,sanity/loss_trend,sanity/loss_rolling_mean,sanity/pred_loss_short,sanity/pred_loss_long,sanity/grad_norm,sanity/linear_probe_acc,train_step/jepa_loss,train_step/vc_loss,train_step/pred_loss,train_step/reg_loss,train_step/cls_loss,val_corr_weighted
xgynna2m,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw1_ws1s,2026-04-10T20:57:57Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.11306402832269669,-0.06116540729999542,-0.027865871787071228,0.07866370677947998,0.9835867524147034,2.1159112453460693,0.30690327286720276,5.108532428741455,1.3027812242507937,9.419944763183594,-0.04832801967859268,0.9992766976356506,-0.003420580029487641,0.4181484684348106,3.705122470855713,3.4635438919067383,0.1922910851249153,0.582524299621582,0.31853070855140686,0.009501135908067226,0.30902957916259766,1.0442243814468384,0.6916587352752686,-0.052762221544980996
u3p41wgl,eeg_jepa_bs64_lr0.0005_sigreg0.1_nw1_ws1s,2026-04-10T20:57:57Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.05055732652544975,-0.0244713444262743,-0.0025578574277460575,-0.07580631971359253,1.087464201450348,0.9899685978889464,0.18551383912563324,2.4732866287231445,0.5638522505760193,7.219568252563477,0.002666839398443699,0.9604436159133912,-0.009605592489242532,0.3304461097717285,2.1173553466796875,2.879448890686035,0.2632373548413031,0.5631067752838135,0.3941982090473175,0.007384940516203642,0.38681328296661377,1.1060400009155271,0.6936377882957458,-0.030856590485200286
1imboybr,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw1_ws1s,2026-04-10T20:55:39Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,-0.055898867547512054,0.00920294225215912,0.05925685912370682,0.0691784918308258,0.9790923833847046,2.628059148788452,0.1082920953631401,8.54499340057373,2.0336899757385254,8.22750186920166,-0.041839078068733215,0.9847320914268494,0.00021782323718069765,0.20634476490318776,2.2451210021972656,2.136359691619873,0.24903081539231128,0.553398072719574,0.13722659647464752,0.001838062074966729,0.1353885382413864,1.0346744060516355,0.6893686056137085,0.010686129331588747
zbbauafe,eeg_jepa_bs64_lr0.0005_sigreg0.01_nw1_ws1s,2026-04-10T20:55:27Z,finished,,1,1,64,sigreg,1.0,1.0,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_sigreg,0.05611326918005943,0.006670719012618065,0.04131390154361725,-0.0050540491938591,0.9929598093032836,1.4587185382843018,0.14821897447109222,5.355910778045654,1.3431553840637207,6.9070820808410645,-0.03890080749988556,0.999178111553192,-0.0039040227234363456,0.18768791981041433,0.7273125052452087,0.5638576149940491,0.16410093130288542,0.6116504669189453,0.1314980834722519,0.0021088060457259417,0.12938927114009857,0.8655985593795776,0.6903296113014221,0.030723962001502514
zx9ycok0,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws4s,2026-04-07T12:55:10Z,finished,,1,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.05765280872583389,-0.062435515224933624,,1.032182216644287,0.04860890656709671,0.0014836456393823028,0.3693738579750061,0.062255796045064926,16.632469177246094,0.9877883195877076,1.0,-0.00782349243760111,0.15028312362730503,1.760966181755066,1.5003330707550049,0.3275709362699068,0.5490196347236633,0.2790244221687317,0.10382187366485596,0.17520256340503693,0.7771701216697693,0.6904486417770386,
2n7ewwtg,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws4s,2026-04-07T12:55:10Z,finished,,1,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.02255941368639469,0.049788713455200195,,1.1366260766983032,0.2933003306388855,0.004479132127016783,2.43204665184021,0.4308964908123016,23.45757102966309,0.9440569281578064,1.0000001192092896,-0.0012013851106166815,0.18735391415655617,4.016652584075928,3.79538893699646,0.1706453361830953,0.4313725531101227,0.24006882309913635,0.101853609085083,0.13821521401405334,0.6422460675239563,0.6926045417785645,
f437g809,eeg_jepa_bs32_lr0.0005_std0.25_cov0.25_nw4_ws4s,2026-04-06T20:06:04Z,finished,,4,4,32,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.08773092925548553,0.06276308000087738,,0.8020776450634003,0.14528512954711914,0.0003588673425838351,0.8248441815376282,0.20955632627010343,17.274921417236328,0.9772260785102844,1.0,-0.04755261912941933,0.3142041552811861,5.690648555755615,8.579262733459473,0.2428509248107202,0.6407766938209534,0.31721049547195435,0.1017436906695366,0.21546681225299835,0.6400496959686279,0.6939316987991333,
q5t3mpoa,eeg_jepa_bs32_lr0.0005_std0.25_cov0.25_nw8_ws2s,2026-04-06T18:36:23Z,finished,,8,2,32,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.04199172928929329,0.013400486670434477,,0.6944634109735489,0.6749441623687744,0.003753616940230131,2.8611669540405273,0.7739298343658447,18.421985626220703,0.8554216623306274,0.9999992847442628,0.020841533243656177,0.41845408603549006,17.340051651000977,17.169307708740234,0.7329893380560133,0.4757281541824341,0.4935881495475769,0.0998937413096428,0.3936944007873535,0.8181568384170532,0.693863034248352,
9ry8sace,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw8_ws1s,2026-04-06T13:04:53Z,finished,,8,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.050511520355939865,0.05804514139890671,,0.9118809938430786,1.0490227937698364,0.0062573556788265705,4.55973482131958,1.007898211479187,14.924821853637695,0.8679937124252319,0.9999996423721312,0.004245193079113946,0.18595692228525876,2.210500717163086,1.978496789932251,0.22940517159023105,0.553398072719574,0.1890718638896942,0.10291434824466704,0.08615750819444656,0.5218667387962341,0.6937392950057983,
00v3zu1x,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-06T12:41:00Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.03514713793992996,-0.01365177147090435,,0.8616376280784607,0.131262868642807,0.002712592016905546,0.7920480966567993,0.1591387540102005,15.16889476776123,0.9703429937362672,0.9999998807907104,0.01360882550477982,0.16727671325206755,4.330472946166992,3.7913565635681152,0.06499934426311167,0.485436886548996,0.22403672337532043,0.103799968957901,0.12023676186800004,0.6783751249313354,0.691906750202179,
p93bzrc1,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw8_ws1s,2026-04-06T12:05:35Z,finished,,8,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.037497494369745255,0.06720995157957077,,0.7510802984237671,2.321518898010254,0.0059463526122272015,16.78511619567871,2.994372844696045,17.942373275756836,0.9032901525497437,1.0,-0.004380736947059621,0.17580001741647722,1.8694252967834473,2.5430355072021484,0.12181478090972445,0.6116504669189453,0.2685312032699585,0.10270920395851137,0.16582199931144714,0.7612274289131165,0.6884145140647888,
t83bf4k0,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws4s,2026-04-06T12:02:25Z,finished,,2,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.028730973601341248,0.10206203907728197,,0.7900768041610717,0.4918975532054901,0.013452992774546146,2.27278733253479,0.399120569229126,12.78937816619873,0.8481633067131042,0.9999997615814208,-0.0011788266897201638,0.17936717942357064,3.10215425491333,3.650038242340088,0.15463271049865163,0.485436886548996,0.234172523021698,0.10423173755407332,0.12994079291820526,0.8900383710861206,0.692041277885437,
h88x163g,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws4s,2026-04-06T12:02:01Z,finished,,2,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.03140517324209213,-0.06812049448490143,,0.8453415751457214,0.2746594250202179,0.001223790692165494,1.6883825063705444,0.3699246048927307,27.92953109741211,0.9670695066452026,1.0,-0.002565178945660579,0.16662781994789838,1.587132453918457,1.0021871328353882,0.07035020669571806,0.485436886548996,0.2347441017627716,0.10360099375247955,0.13114310801029205,0.6850448846817017,0.6926924586296082,
leq9iwlx,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws1s,2026-04-06T11:58:11Z,finished,,4,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.00036884035216644406,0.011249075643718244,,1.109667861461639,0.8269898891448975,0.02257974818348885,2.964186191558838,0.7533590793609619,15.20277214050293,0.912670373916626,0.9999972581863404,0.00048561781644820834,0.1597260957956314,1.787096619606018,2.021749496459961,0.15768944606994936,0.49514564871788025,0.32122933864593506,0.10429009795188904,0.21693922579288483,1.277193307876587,0.6954827904701233,
hlzib8km,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-06T04:16:52Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.01375441625714302,0.01433072704821825,,0.9142403960227966,0.6283932328224182,0.018998634070158005,2.322918653488159,0.6288360953330994,15.219278335571287,0.9027643203735352,0.9999998807907104,0.01348225221037866,0.16570772625505925,1.310014247894287,1.327134609222412,0.10014156816376202,0.49514564871788025,0.30011576414108276,0.10491397231817244,0.1952017992734909,0.7094918489456177,0.6927464604377747,
e413zlq7,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-06T04:16:52Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.01765761338174343,0.010626574046909807,,0.8085642099380493,0.08171813189983368,0.0003163280198350549,0.4707241356372833,0.11444859951734544,24.3967227935791,0.993401050567627,1.0,-0.0005454143136739698,0.18877308811992408,0.5554749965667725,1.136977195739746,0.08339414115981902,0.6019417643547058,0.2920606732368469,0.10399387031793594,0.1880667954683304,0.6533966660499573,0.691369891166687,
ajn3fxih,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw8_ws1s,2026-04-06T04:16:37Z,finished,,8,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.016150634735822678,-0.03263706713914871,,0.96889226436615,0.20687006413936615,0.0007871489506214857,1.990955710411072,0.31234386563301086,25.65051651000977,0.9818202257156372,1.0000001192092896,0.011882732659578343,0.1798510978370905,0.8159121870994568,1.0746135711669922,0.11267388352636708,0.6019417643547058,0.3269723653793335,0.10389911383390428,0.22307324409484863,0.7323023080825806,0.6934654712677002,
dqob2fzv,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws1s,2026-04-06T04:16:14Z,finished,,4,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.03950483351945877,-0.028483137488365173,,0.6501343131065369,0.22738826274871823,0.0005439779488369823,1.7897850275039673,0.3308243751525879,21.289745330810547,0.960616946220398,1.0,0.006800297647714615,0.19603205569088455,1.5415295362472534,1.871785879135132,0.08525944111198,0.5048543810844421,0.22686123847961423,0.10519447922706604,0.12166675180196762,1.1033077239990234,0.6946125626564026,
celeqbci,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws1s,2026-04-06T04:16:14Z,finished,,4,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.006638000253587961,0.06139201670885086,,0.9320432662963868,0.1573551446199417,0.0011162194423377514,1.0979348421096802,0.2023475170135498,13.945505142211914,0.9567633867263794,0.9999999403953552,0.006945419535040853,0.1784866552427411,4.535525321960449,5.250051021575928,0.1144476545772978,0.5631067752838135,0.2696373462677002,0.10477538406848907,0.16486194729804993,0.7839511036872864,0.6930103898048401,
o9ehghme,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws2s,2026-04-06T03:49:30Z,finished,,2,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.06041419878602028,0.045593127608299255,,0.920890998840332,0.6421066522598267,0.016825834289193153,2.987281084060669,0.6836631894111633,14.725424766540527,0.9230408668518066,0.9999992847442628,0.015393335074186332,0.15674311824142934,1.2799075841903689,1.2526367902755735,0.0952361375446934,0.3980582654476166,0.27564287185668945,0.1044146791100502,0.17122820019721985,0.5881165862083435,0.6942303776741028,
ggxuy60m,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws2s,2026-04-06T03:49:01Z,finished,,2,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.04232119768857956,0.0713142529129982,,1.0520486116409302,0.2495129108428955,0.0016105981776490808,1.7192814350128174,0.3755413591861725,20.442615509033203,0.9745208024978638,1.0,-0.0006667803227901337,0.16453727193176745,0.9329050183296204,0.5840952396392822,0.08080597490167228,0.5631067752838135,0.2136191129684448,0.1033828854560852,0.11023622751235962,0.6117156744003296,0.6932770609855652,
538xu7cy,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws2s,2026-04-06T03:49:01Z,finished,,2,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.01490213628858328,-0.019001655280590057,,1.0364917516708374,0.25960585474967957,0.0016771892551332712,1.5626639127731323,0.340059757232666,14.740402221679688,0.9568856954574584,0.9999998211860656,0.018629940673708933,0.17569504383951426,1.9246468544006348,2.4630603790283203,0.06385939338452637,0.5145630836486816,0.24795570969581604,0.1045372486114502,0.14341846108436584,0.920336365699768,0.6920257210731506,
qgtkxhg0,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws1s,2026-04-06T03:46:44Z,finished,,2,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.02462400123476982,-0.036960579454898834,,1.0904827117919922,0.8550550937652588,0.01644780859351158,3.4457058906555176,0.8840364217758179,13.594602584838867,0.8640937805175781,0.9999991655349731,-0.005218986049294494,0.16204678479582071,1.3791629076004028,1.2222814559936523,0.05793937682322504,0.4757281541824341,0.39533731341362,0.10709509998559952,0.2882422208786011,0.698311448097229,0.6905713677406311,
d3o91ysd,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws1s,2026-04-06T03:46:44Z,finished,,2,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.0414351187646389,0.05249232053756714,,0.93797128200531,0.10988190025091173,0.0006561317713931203,0.8768380284309387,0.147220641374588,17.865550994873047,0.9822330474853516,0.9999996423721312,-0.003121766224503525,0.14992683451622724,6.15164041519165,7.325751304626465,0.04551475744046033,0.5436893105506897,0.2380900681018829,0.10340621322393416,0.13468386232852936,0.8540801405906677,0.6928989291191101,
50ivyivs,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws1s,2026-04-06T03:46:44Z,finished,,2,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.008669404312968254,-0.0663045346736908,,0.8967071413993836,0.13038384914398193,0.0006950219394639134,0.9790195226669312,0.1755218654870987,16.246421813964844,0.9723159074783324,1.0,-0.01426789335906506,0.14678926292806865,1.179884433746338,1.2326507568359375,0.07129706126493952,0.4757281541824341,0.22425703704357147,0.10419308394193648,0.12006395310163498,1.1886993646621704,0.6907675862312317,
bmksgrsf,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws2s,2026-04-06T03:46:07Z,finished,,1,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.05122596025466919,-0.02745025046169758,,1.0006481766700746,0.2657080292701721,0.0013595630880445242,1.41624915599823,0.30026188492774963,17.152172088623047,0.9621579647064208,0.9999996423721312,0.0026074731349945146,0.14441852301359176,2.8403778076171875,2.275014162063598,0.08306542260047758,0.40776699781417847,0.28213006258010864,0.10335281491279602,0.17877726256847382,0.9595575332641602,0.6900618076324463,
88ftx9s6,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws2s,2026-04-06T03:46:07Z,finished,,1,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.16249343752861023,0.16621798276901245,,1.082639253139496,0.7831128835678101,0.03483826294541359,3.1637158393859863,0.6303108930587769,14.21190071105957,0.8817911744117737,0.9999998807907104,0.0010475040972232896,0.16133915998041629,1.0142936706542969,1.1589659452438354,0.1039976357865337,0.5242718458175659,0.3427946865558624,0.1085423231124878,0.23425236344337463,1.059939742088318,0.6962980031967163,
9gzmss0j,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws4s,2026-04-06T03:45:51Z,finished,,1,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.08367476612329483,-0.0776730328798294,,1.1455453515052796,0.12916623055934906,0.001488531124778092,0.7611892223358154,0.16180796921253204,18.982894897460938,0.986151933670044,0.9999998807907104,-0.009953364655375496,0.17374956782907247,1.2551512718200684,0.965982973575592,0.07081848215084394,0.5048543810844421,0.25555169582366943,0.1045728251338005,0.15097887814044952,0.870286226272583,0.6950509548187256,
e5lcwbfk,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws2s,2026-04-06T03:45:29Z,finished,,1,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.10353125631809236,0.1487884223461151,,1.128083860874176,0.06963291764259338,0.0003987621457781642,0.503223717212677,0.09751302003860474,20.232481002807617,0.9939839839935304,1.0,-0.007232283502817155,0.12084841206669808,0.7695006132125854,0.8048834800720215,0.10525000093592651,0.3980582654476166,0.20127049088478088,0.1039779856801033,0.09729249775409698,1.5293684005737305,0.6965155005455017,
oi5trro4,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws1s,2026-04-06T03:45:28Z,finished,,1,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.04235195368528366,0.00307600200176239,,0.8787149906158447,0.7764446139335632,0.04339667037129402,2.779688596725464,0.5950132608413696,11.377608299255373,0.8385816812515259,0.9999997615814208,-0.017248972877860064,0.14196737181395291,0.4015939235687256,0.6817362308502197,0.05391767322027959,0.49514564871788025,0.2525438368320465,0.10682610422372818,0.14571772515773773,0.7682577967643738,0.6938104033470154,
oynzl0oi,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws1s,2026-04-06T03:44:53Z,finished,,1,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.0379648320376873,0.0037956032902002335,,0.8348596334457398,0.04416689649224281,0.0010044656228274107,0.1840450614690781,0.04543938860297203,11.824922561645508,0.9835692644119264,0.9999998807907104,0.005354869961738576,0.11615947604179384,0.6180995106697083,0.8488752245903015,0.03549215555342808,0.3980582654476166,0.224869966506958,0.10466556251049042,0.120204396545887,1.4895306825637815,0.6942535042762756,
7z72cf1a,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw1_ws1s,2026-04-06T03:44:53Z,finished,,1,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.002030635252594948,0.03818678110837936,,0.9987740993499756,0.11083878576755524,0.0008712213602848351,0.5858026742935181,0.12791436910629272,12.279812812805176,0.9715223908424376,0.9999998211860656,-0.015518132597208025,0.13499413251876832,0.31157341599464417,0.547394871711731,0.07098569582171504,0.4757281541824341,0.1927570998668671,0.10321298986673356,0.08954411000013351,1.1794286966323853,0.6942958831787109,
g4n02hwu,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-06T02:37:50Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,10,5,True,verify_normfix,,-0.013991349376738071,0.001803204766474664,,0.8313270568847656,0.018601644784212112,0.00025520441704429686,0.10410192608833312,0.02423725090920925,14.387613296508787,0.9967122077941896,0.9999999403953552,-0.29102176308631894,0.24711154997348783,,,0.07100427903698593,0.692307710647583,0.17117369174957275,0.13196484744548798,0.039208851754665375,0.5558648705482483,0.6936730146408081,
vu0pwtz5,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws2s,2026-04-05T21:36:20Z,finished,,2,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.005308119580149651,-0.013001399114727974,,331.6666961669922,2439777.5,37758.84765625,16599134.0,3265294.0,2960.20166015625,-0.024003472179174423,0.9492153525352478,-32.78954956054713,2072.753812866211,128652832.0,304469664.0,0.9999998305904376,0.47999998927116394,1865.8262939453125,0.13767464458942413,1865.6885986328125,7.586214542388916,0.81453537940979,
kasggz7b,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-05T14:25:21Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.020436177030205727,0.08596526086330414,,632.3760864257813,67132.859375,8839.078125,334834.65625,63943.8984375,1033.38916015625,-0.009604882448911669,0.944105327129364,-139.95960083007822,2112.31028137207,911813248.0,643026944.0,0.8868458254606554,0.6078431606292725,1634.6962890625,0.13806068897247314,1634.5582275390625,30.876195907592773,0.9288282990455629,
cz0a3crw,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw8_ws1s,2026-04-05T14:15:42Z,finished,,8,1,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.02509325370192528,0.03421083092689514,,16.718260765075684,17013474.0,223214.0,54877540.0,11321267.0,6372.5390625,-0.02185480296611786,0.9291694164276124,26.797346191406632,2114.393239746094,1180996352.0,596588608.0,0.999999891304536,0.5631067752838135,1540.903076171875,0.13796043395996094,1540.76513671875,9.355177879333496,0.8210432529449463,
kex25xpp,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws4s,2026-04-05T14:14:35Z,finished,,2,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.03896356746554375,-0.042420003563165665,,68.5047508239746,19500744.0,804967.1875,77402056.0,17664064.0,6818.73974609375,-0.06588953733444214,0.9910790920257568,42.72172485351575,2146.0518072509767,282535712.0,208774704.0,0.9999999288235416,0.4757281541824341,2345.524658203125,0.1399027854204178,2345.384765625,346.4925842285156,2.436643362045288,
0iihk4ln,eeg_jepa_bs32_lr0.0005_std0.25_cov0.25_nw8_ws2s,2026-04-05T14:12:15Z,finished,,8,2,32,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.0007882177014835179,0.007642472628504038,,18.323109406232835,108608080.0,1137847.625,400453152.0,102888560.0,21585.337890625,-0.010759472846984863,0.9905494451522828,-101.5651013183592,2615.537239379883,112261880.0,49805596.0,0.9999999925544134,0.4757281541824341,2909.339111328125,0.13488948345184326,2909.2041015625,8.326836585998535,0.6954365372657776,
cvaaa1ay,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw4_ws2s,2026-04-05T14:12:11Z,finished,,4,2,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,-0.015031334944069386,-0.04626648873090744,,73.60202178955078,166260.125,11801.0859375,917283.8125,159391.375,1122.2265625,0.053903523832559586,0.9301355481147766,120.06818603515626,2033.641563720703,78650464.0,61185180.0,0.9999999660762534,0.485436886548996,1624.6041259765625,0.13764671981334686,1624.4664306640625,10.813701629638672,0.9891737699508668,
n1wqvull,eeg_jepa_bs64_lr0.0005_std0.25_cov0.25_nw2_ws4s,2026-04-05T13:30:59Z,finished,,2,4,64,vc,0.25,0.25,,smooth_l1,2,64,50,2,0.0005,100,5,True,sweep_phase1,,0.03468988463282585,-0.02904064767062664,,1309.5203475952148,48310.2421875,5422.275390625,223712.0625,41471.78125,864.7196044921875,0.0278782919049263,0.9504294991493224,-108.99131347656248,2218.939071044922,22841130.0,54931484.0,0.5768243155025508,0.4545454680919647,2458.4423828125,0.13605539500713348,2458.306396484375,71.38471221923828,0.812538743019104,
